# Preset Configuration File
layer_num=0,v=5.3,r=6370
layer_num=2910,v=8.256561085972852,r=3460
layer_num=2911,v=8.257511312217195,r=3459
layer_num=2912,v=8.258461538461539,r=3458
layer_num=2913,v=8.259411764705883,r=3457
layer_num=2914,v=8.260361990950226,r=3456
layer_num=2915,v=8.26131221719457,r=3455
layer_num=2916,v=8.262262443438914,r=3454
layer_num=2917,v=8.263212669683258,r=3453
layer_num=2918,v=8.264162895927601,r=3452
layer_num=2919,v=8.265113122171945,r=3451
layer_num=2920,v=8.266063348416289,r=3450
layer_num=2921,v=8.267013574660634,r=3449
layer_num=2922,v=8.267963800904978,r=3448
layer_num=2923,v=8.268914027149322,r=3447
layer_num=2924,v=8.269864253393665,r=3446
layer_num=2925,v=8.270814479638009,r=3445
layer_num=2926,v=8.271764705882353,r=3444
layer_num=2927,v=8.272714932126696,r=3443
layer_num=2928,v=8.27366515837104,r=3442
layer_num=2929,v=8.274615384615384,r=3441
layer_num=2930,v=8.27556561085973,r=3440
layer_num=2931,v=8.276515837104073,r=3439
layer_num=2932,v=8.277466063348417,r=3438
layer_num=2933,v=8.27841628959276,r=3437
layer_num=2934,v=8.279366515837104,r=3436
layer_num=2935,v=8.280316742081448,r=3435
layer_num=2936,v=8.281266968325792,r=3434
layer_num=2937,v=8.282217194570135,r=3433
layer_num=2938,v=8.283167420814479,r=3432
layer_num=2939,v=8.284117647058823,r=3431
layer_num=2940,v=8.285067873303168,r=3430
layer_num=2941,v=8.286018099547512,r=3429
layer_num=2942,v=8.286968325791856,r=3428
layer_num=2943,v=8.2879185520362,r=3427
layer_num=2944,v=8.288868778280543,r=3426
layer_num=2945,v=8.289819004524887,r=3425
layer_num=2946,v=8.29076923076923,r=3424
layer_num=2947,v=8.291719457013574,r=3423
layer_num=2948,v=8.292669683257918,r=3422
layer_num=2949,v=8.293619909502262,r=3421
layer_num=2950,v=8.294570135746607,r=3420
layer_num=2951,v=8.29552036199095,r=3419
layer_num=2952,v=8.296470588235294,r=3418
layer_num=2953,v=8.297420814479638,r=3417
layer_num=2954,v=8.298371040723982,r=3416
layer_num=2955,v=8.299321266968326,r=3415
layer_num=2956,v=8.30027149321267,r=3414
layer_num=2957,v=8.301221719457013,r=3413
layer_num=2958,v=8.302171945701357,r=3412
layer_num=2959,v=8.3031221719457,r=3411
layer_num=2960,v=8.304072398190046,r=3410
layer_num=2961,v=8.30502262443439,r=3409
layer_num=2962,v=8.305972850678733,r=3408
layer_num=2963,v=8.306923076923077,r=3407
layer_num=2964,v=8.30787330316742,r=3406
layer_num=2965,v=8.308823529411764,r=3405
layer_num=2966,v=8.309773755656108,r=3404
layer_num=2967,v=8.310723981900452,r=3403
layer_num=2968,v=8.311674208144796,r=3402
layer_num=2969,v=8.31262443438914,r=3401
layer_num=2970,v=8.313574660633485,r=3400
layer_num=2971,v=8.314524886877829,r=3399
layer_num=2972,v=8.315475113122172,r=3398
layer_num=2973,v=8.316425339366516,r=3397
layer_num=2974,v=8.31737556561086,r=3396
layer_num=2975,v=8.318325791855203,r=3395
layer_num=2976,v=8.319276018099547,r=3394
layer_num=2977,v=8.32022624434389,r=3393
layer_num=2978,v=8.321176470588235,r=3392
layer_num=2979,v=8.32212669683258,r=3391
layer_num=2980,v=8.323076923076924,r=3390
layer_num=2981,v=8.324027149321267,r=3389
layer_num=2982,v=8.324977375565611,r=3388
layer_num=2983,v=8.325927601809955,r=3387
layer_num=2984,v=8.326877828054299,r=3386
layer_num=2985,v=8.327828054298642,r=3385
layer_num=2986,v=8.328778280542986,r=3384
layer_num=2987,v=8.32972850678733,r=3383
layer_num=2988,v=8.330678733031673,r=3382
layer_num=2989,v=8.331628959276019,r=3381
layer_num=2990,v=8.332579185520363,r=3380
layer_num=2991,v=8.333529411764706,r=3379
layer_num=2992,v=8.33447963800905,r=3378
layer_num=2993,v=8.335429864253394,r=3377
layer_num=2994,v=8.336380090497737,r=3376
layer_num=2995,v=8.337330316742081,r=3375
layer_num=2996,v=8.338280542986425,r=3374
layer_num=2997,v=8.339230769230769,r=3373
layer_num=2998,v=8.340180995475112,r=3372
layer_num=2999,v=8.341131221719458,r=3371
layer_num=3000,v=8.342081447963801,r=3370
layer_num=3001,v=8.343031674208145,r=3369
layer_num=3002,v=8.343981900452489,r=3368
layer_num=3003,v=8.344932126696833,r=3367
layer_num=3004,v=8.345882352941176,r=3366
layer_num=3005,v=8.34683257918552,r=3365
layer_num=3006,v=8.347782805429864,r=3364
layer_num=3007,v=8.348733031674207,r=3363
layer_num=3008,v=8.349683257918551,r=3362
layer_num=3009,v=8.350633484162897,r=3361
layer_num=3010,v=8.35158371040724,r=3360
layer_num=3011,v=8.352533936651584,r=3359
layer_num=3012,v=8.353484162895928,r=3358
layer_num=3013,v=8.354434389140271,r=3357
layer_num=3014,v=8.355384615384615,r=3356
layer_num=3015,v=8.356334841628959,r=3355
layer_num=3016,v=8.357285067873303,r=3354
layer_num=3017,v=8.358235294117646,r=3353
layer_num=3018,v=8.35918552036199,r=3352
layer_num=3019,v=8.360135746606336,r=3351
layer_num=3020,v=8.36108597285068,r=3350
layer_num=3021,v=8.362036199095023,r=3349
layer_num=3022,v=8.362986425339367,r=3348
layer_num=3023,v=8.36393665158371,r=3347
layer_num=3024,v=8.364886877828054,r=3346
layer_num=3025,v=8.365837104072398,r=3345
layer_num=3026,v=8.366787330316741,r=3344
layer_num=3027,v=8.367737556561085,r=3343
layer_num=3028,v=8.36868778280543,r=3342
layer_num=3029,v=8.369638009049774,r=3341
layer_num=3030,v=8.370588235294118,r=3340
layer_num=3031,v=8.371538461538462,r=3339
layer_num=3032,v=8.372488687782806,r=3338
layer_num=3033,v=8.37343891402715,r=3337
layer_num=3034,v=8.374389140271493,r=3336
layer_num=3035,v=8.375339366515837,r=3335
layer_num=3036,v=8.37628959276018,r=3334
layer_num=3037,v=8.377239819004524,r=3333
layer_num=3038,v=8.37819004524887,r=3332
layer_num=3039,v=8.379140271493213,r=3331
layer_num=3040,v=8.380090497737557,r=3330
layer_num=3041,v=8.3810407239819,r=3329
layer_num=3042,v=8.381990950226244,r=3328
layer_num=3043,v=8.382941176470588,r=3327
layer_num=3044,v=8.383891402714932,r=3326
layer_num=3045,v=8.384841628959276,r=3325
layer_num=3046,v=8.38579185520362,r=3324
layer_num=3047,v=8.386742081447963,r=3323
layer_num=3048,v=8.387692307692308,r=3322
layer_num=3049,v=8.388642533936652,r=3321
layer_num=3050,v=8.389592760180996,r=3320
layer_num=3051,v=8.39054298642534,r=3319
layer_num=3052,v=8.391493212669683,r=3318
layer_num=3053,v=8.392443438914027,r=3317
layer_num=3054,v=8.39339366515837,r=3316
layer_num=3055,v=8.394343891402714,r=3315
layer_num=3056,v=8.395294117647058,r=3314
layer_num=3057,v=8.396244343891402,r=3313
layer_num=3058,v=8.397194570135747,r=3312
layer_num=3059,v=8.398144796380091,r=3311
layer_num=3060,v=8.399095022624435,r=3310
layer_num=3061,v=8.400045248868778,r=3309
layer_num=3062,v=8.400995475113122,r=3308
layer_num=3063,v=8.401945701357466,r=3307
layer_num=3064,v=8.40289592760181,r=3306
layer_num=3065,v=8.403846153846153,r=3305
layer_num=3066,v=8.404796380090497,r=3304
layer_num=3067,v=8.40574660633484,r=3303
layer_num=3068,v=8.406696832579186,r=3302
layer_num=3069,v=8.40764705882353,r=3301
layer_num=3070,v=8.408597285067874,r=3300
layer_num=3071,v=8.409547511312217,r=3299
layer_num=3072,v=8.410497737556561,r=3298
layer_num=3073,v=8.411447963800905,r=3297
layer_num=3074,v=8.412398190045248,r=3296
layer_num=3075,v=8.413348416289592,r=3295
layer_num=3076,v=8.414298642533936,r=3294
layer_num=3077,v=8.415248868778281,r=3293
layer_num=3078,v=8.416199095022625,r=3292
layer_num=3079,v=8.417149321266969,r=3291
layer_num=3080,v=8.418099547511313,r=3290
layer_num=3081,v=8.419049773755656,r=3289
layer_num=3082,v=8.42,r=3288
layer_num=3083,v=8.420950226244344,r=3287
layer_num=3084,v=8.421900452488687,r=3286
layer_num=3085,v=8.422850678733031,r=3285
layer_num=3086,v=8.423800904977375,r=3284
layer_num=3087,v=8.424751131221718,r=3283
layer_num=3088,v=8.425701357466064,r=3282
layer_num=3089,v=8.426651583710408,r=3281
layer_num=3090,v=8.427601809954751,r=3280
layer_num=3091,v=8.428552036199095,r=3279
layer_num=3092,v=8.429502262443439,r=3278
layer_num=3093,v=8.430452488687783,r=3277
layer_num=3094,v=8.431402714932126,r=3276
layer_num=3095,v=8.43235294117647,r=3275
layer_num=3096,v=8.433303167420814,r=3274
layer_num=3097,v=8.43425339366516,r=3273
layer_num=3098,v=8.435203619909503,r=3272
layer_num=3099,v=8.436153846153847,r=3271
layer_num=3100,v=8.43710407239819,r=3270
layer_num=3101,v=8.438054298642534,r=3269
layer_num=3102,v=8.439004524886878,r=3268
layer_num=3103,v=8.439954751131221,r=3267
layer_num=3104,v=8.440904977375565,r=3266
layer_num=3105,v=8.441855203619909,r=3265
layer_num=3106,v=8.442805429864253,r=3264
layer_num=3107,v=8.443755656108598,r=3263
layer_num=3108,v=8.444705882352942,r=3262
layer_num=3109,v=8.445656108597285,r=3261
layer_num=3110,v=8.44660633484163,r=3260
layer_num=3111,v=8.447556561085973,r=3259
layer_num=3112,v=8.448506787330317,r=3258
layer_num=3113,v=8.44945701357466,r=3257
layer_num=3114,v=8.450407239819004,r=3256
layer_num=3115,v=8.451357466063348,r=3255
layer_num=3116,v=8.452307692307691,r=3254
layer_num=3117,v=8.453257918552037,r=3253
layer_num=3118,v=8.45420814479638,r=3252
layer_num=3119,v=8.455158371040724,r=3251
layer_num=3120,v=8.456108597285068,r=3250
layer_num=3121,v=8.457058823529412,r=3249
layer_num=3122,v=8.458009049773755,r=3248
layer_num=3123,v=8.4589592760181,r=3247
layer_num=3124,v=8.459909502262443,r=3246
layer_num=3125,v=8.460859728506787,r=3245
layer_num=3126,v=8.46180995475113,r=3244
layer_num=3127,v=8.462760180995476,r=3243
layer_num=3128,v=8.46371040723982,r=3242
layer_num=3129,v=8.464660633484163,r=3241
layer_num=3130,v=8.465610859728507,r=3240
layer_num=3131,v=8.46656108597285,r=3239
layer_num=3132,v=8.467511312217194,r=3238
layer_num=3133,v=8.468461538461538,r=3237
layer_num=3134,v=8.469411764705882,r=3236
layer_num=3135,v=8.470361990950225,r=3235
layer_num=3136,v=8.47131221719457,r=3234
layer_num=3137,v=8.472262443438915,r=3233
layer_num=3138,v=8.473212669683258,r=3232
layer_num=3139,v=8.474162895927602,r=3231
layer_num=3140,v=8.475113122171946,r=3230
layer_num=3141,v=8.47606334841629,r=3229
layer_num=3142,v=8.477013574660633,r=3228
layer_num=3143,v=8.477963800904977,r=3227
layer_num=3144,v=8.47891402714932,r=3226
layer_num=3145,v=8.479864253393664,r=3225
layer_num=3146,v=8.48081447963801,r=3224
layer_num=3147,v=8.481764705882354,r=3223
layer_num=3148,v=8.482714932126697,r=3222
layer_num=3149,v=8.483665158371041,r=3221
layer_num=3150,v=8.484615384615385,r=3220
layer_num=3151,v=8.485565610859728,r=3219
layer_num=3152,v=8.486515837104072,r=3218
layer_num=3153,v=8.487466063348416,r=3217
layer_num=3154,v=8.48841628959276,r=3216
layer_num=3155,v=8.489366515837103,r=3215
layer_num=3156,v=8.490316742081449,r=3214
layer_num=3157,v=8.491266968325792,r=3213
layer_num=3158,v=8.492217194570136,r=3212
layer_num=3159,v=8.49316742081448,r=3211
layer_num=3160,v=8.494117647058824,r=3210
layer_num=3161,v=8.495067873303167,r=3209
layer_num=3162,v=8.496018099547511,r=3208
layer_num=3163,v=8.496968325791855,r=3207
layer_num=3164,v=8.497918552036198,r=3206
layer_num=3165,v=8.498868778280542,r=3205
layer_num=3166,v=8.499819004524888,r=3204
layer_num=3167,v=8.500769230769231,r=3203
layer_num=3168,v=8.501719457013575,r=3202
layer_num=3169,v=8.502669683257919,r=3201
layer_num=3170,v=8.503619909502262,r=3200
layer_num=3171,v=8.504570135746606,r=3199
layer_num=3172,v=8.50552036199095,r=3198
layer_num=3173,v=8.506470588235294,r=3197
layer_num=3174,v=8.507420814479637,r=3196
layer_num=3175,v=8.508371040723981,r=3195
layer_num=3176,v=8.509321266968326,r=3194
layer_num=3177,v=8.51027149321267,r=3193
layer_num=3178,v=8.511221719457014,r=3192
layer_num=3179,v=8.512171945701358,r=3191
layer_num=3180,v=8.513122171945701,r=3190
layer_num=3181,v=8.514072398190045,r=3189
layer_num=3182,v=8.515022624434389,r=3188
layer_num=3183,v=8.515972850678732,r=3187
layer_num=3184,v=8.516923076923076,r=3186
layer_num=3185,v=8.51787330316742,r=3185
layer_num=3186,v=8.518823529411765,r=3184
layer_num=3187,v=8.519773755656109,r=3183
layer_num=3188,v=8.520723981900453,r=3182
layer_num=3189,v=8.521674208144796,r=3181
layer_num=3190,v=8.52262443438914,r=3180
layer_num=3191,v=8.523574660633484,r=3179
layer_num=3192,v=8.524524886877828,r=3178
layer_num=3193,v=8.525475113122171,r=3177
layer_num=3194,v=8.526425339366515,r=3176
layer_num=3195,v=8.52737556561086,r=3175
layer_num=3196,v=8.528325791855204,r=3174
layer_num=3197,v=8.529276018099548,r=3173
layer_num=3198,v=8.530226244343892,r=3172
layer_num=3199,v=8.531176470588235,r=3171
layer_num=3200,v=8.532126696832579,r=3170
layer_num=3201,v=8.533076923076923,r=3169
layer_num=3202,v=8.534027149321266,r=3168
layer_num=3203,v=8.53497737556561,r=3167
layer_num=3204,v=8.535927601809954,r=3166
layer_num=3205,v=8.536877828054298,r=3165
layer_num=3206,v=8.537828054298643,r=3164
layer_num=3207,v=8.538778280542987,r=3163
layer_num=3208,v=8.53972850678733,r=3162
layer_num=3209,v=8.540678733031674,r=3161
layer_num=3210,v=8.541628959276018,r=3160
layer_num=3211,v=8.542579185520362,r=3159
layer_num=3212,v=8.543529411764705,r=3158
layer_num=3213,v=8.544479638009049,r=3157
layer_num=3214,v=8.545429864253393,r=3156
layer_num=3215,v=8.546380090497738,r=3155
layer_num=3216,v=8.547330316742082,r=3154
layer_num=3217,v=8.548280542986426,r=3153
layer_num=3218,v=8.54923076923077,r=3152
layer_num=3219,v=8.550180995475113,r=3151
layer_num=3220,v=8.551131221719457,r=3150
layer_num=3221,v=8.5520814479638,r=3149
layer_num=3222,v=8.553031674208144,r=3148
layer_num=3223,v=8.553981900452488,r=3147
layer_num=3224,v=8.554932126696832,r=3146
layer_num=3225,v=8.555882352941177,r=3145
layer_num=3226,v=8.55683257918552,r=3144
layer_num=3227,v=8.557782805429865,r=3143
layer_num=3228,v=8.558733031674208,r=3142
layer_num=3229,v=8.559683257918552,r=3141
layer_num=3230,v=8.560633484162896,r=3140
layer_num=3231,v=8.56158371040724,r=3139
layer_num=3232,v=8.562533936651583,r=3138
layer_num=3233,v=8.563484162895927,r=3137
layer_num=3234,v=8.56443438914027,r=3136
layer_num=3235,v=8.565384615384616,r=3135
layer_num=3236,v=8.56633484162896,r=3134
layer_num=3237,v=8.567285067873303,r=3133
layer_num=3238,v=8.568235294117647,r=3132
layer_num=3239,v=8.56918552036199,r=3131
layer_num=3240,v=8.570135746606335,r=3130
layer_num=3241,v=8.571085972850678,r=3129
layer_num=3242,v=8.572036199095022,r=3128
layer_num=3243,v=8.572986425339366,r=3127
layer_num=3244,v=8.573936651583711,r=3126
layer_num=3245,v=8.574886877828055,r=3125
layer_num=3246,v=8.575837104072399,r=3124
layer_num=3247,v=8.576787330316742,r=3123
layer_num=3248,v=8.577737556561086,r=3122
layer_num=3249,v=8.57868778280543,r=3121
layer_num=3250,v=8.579638009049773,r=3120
layer_num=3251,v=8.580588235294117,r=3119
layer_num=3252,v=8.581538461538461,r=3118
layer_num=3253,v=8.582488687782805,r=3117
layer_num=3254,v=8.583438914027148,r=3116
layer_num=3255,v=8.584389140271494,r=3115
layer_num=3256,v=8.585339366515838,r=3114
layer_num=3257,v=8.586289592760181,r=3113
layer_num=3258,v=8.587239819004525,r=3112
layer_num=3259,v=8.588190045248869,r=3111
layer_num=3260,v=8.589140271493212,r=3110
layer_num=3261,v=8.590090497737556,r=3109
layer_num=3262,v=8.5910407239819,r=3108
layer_num=3263,v=8.591990950226243,r=3107
layer_num=3264,v=8.592941176470589,r=3106
layer_num=3265,v=8.593891402714933,r=3105
layer_num=3266,v=8.594841628959276,r=3104
layer_num=3267,v=8.59579185520362,r=3103
layer_num=3268,v=8.596742081447964,r=3102
layer_num=3269,v=8.597692307692308,r=3101
layer_num=3270,v=8.598642533936651,r=3100
layer_num=3271,v=8.599592760180995,r=3099
layer_num=3272,v=8.600542986425339,r=3098
layer_num=3273,v=8.601493212669682,r=3097
layer_num=3274,v=8.602443438914028,r=3096
layer_num=3275,v=8.603393665158372,r=3095
layer_num=3276,v=8.604343891402715,r=3094
layer_num=3277,v=8.605294117647059,r=3093
layer_num=3278,v=8.606244343891403,r=3092
layer_num=3279,v=8.607194570135746,r=3091
layer_num=3280,v=8.60814479638009,r=3090
layer_num=3281,v=8.609095022624434,r=3089
layer_num=3282,v=8.610045248868778,r=3088
layer_num=3283,v=8.610995475113121,r=3087
layer_num=3284,v=8.611945701357467,r=3086
layer_num=3285,v=8.61289592760181,r=3085
layer_num=3286,v=8.613846153846154,r=3084
layer_num=3287,v=8.614796380090498,r=3083
layer_num=3288,v=8.615746606334842,r=3082
layer_num=3289,v=8.616696832579185,r=3081
layer_num=3290,v=8.617647058823529,r=3080
layer_num=3291,v=8.618597285067873,r=3079
layer_num=3292,v=8.619547511312216,r=3078
layer_num=3293,v=8.620497737556562,r=3077
layer_num=3294,v=8.621447963800906,r=3076
layer_num=3295,v=8.62239819004525,r=3075
layer_num=3296,v=8.623348416289593,r=3074
layer_num=3297,v=8.624298642533937,r=3073
layer_num=3298,v=8.62524886877828,r=3072
layer_num=3299,v=8.626199095022624,r=3071
layer_num=3300,v=8.627149321266968,r=3070
layer_num=3301,v=8.628099547511312,r=3069
layer_num=3302,v=8.629049773755655,r=3068
layer_num=3303,v=8.629999999999999,r=3067
layer_num=3304,v=8.630950226244344,r=3066
layer_num=3305,v=8.631900452488688,r=3065
layer_num=3306,v=8.632850678733032,r=3064
layer_num=3307,v=8.633800904977376,r=3063
layer_num=3308,v=8.63475113122172,r=3062
layer_num=3309,v=8.635701357466063,r=3061
layer_num=3310,v=8.636651583710407,r=3060
layer_num=3311,v=8.63760180995475,r=3059
layer_num=3312,v=8.638552036199094,r=3058
layer_num=3313,v=8.63950226244344,r=3057
layer_num=3314,v=8.640452488687783,r=3056
layer_num=3315,v=8.641402714932127,r=3055
layer_num=3316,v=8.64235294117647,r=3054
layer_num=3317,v=8.643303167420815,r=3053
layer_num=3318,v=8.644253393665158,r=3052
layer_num=3319,v=8.645203619909502,r=3051
layer_num=3320,v=8.646153846153846,r=3050
layer_num=3321,v=8.64710407239819,r=3049
layer_num=3322,v=8.648054298642533,r=3048
layer_num=3323,v=8.649004524886879,r=3047
layer_num=3324,v=8.649954751131222,r=3046
layer_num=3325,v=8.650904977375566,r=3045
layer_num=3326,v=8.65185520361991,r=3044
layer_num=3327,v=8.652805429864253,r=3043
layer_num=3328,v=8.653755656108597,r=3042
layer_num=3329,v=8.65470588235294,r=3041
layer_num=3330,v=8.655656108597285,r=3040
layer_num=3331,v=8.656606334841628,r=3039
layer_num=3332,v=8.657556561085972,r=3038
layer_num=3333,v=8.658506787330317,r=3037
layer_num=3334,v=8.659457013574661,r=3036
layer_num=3335,v=8.660407239819005,r=3035
layer_num=3336,v=8.661357466063349,r=3034
layer_num=3337,v=8.662307692307692,r=3033
layer_num=3338,v=8.663257918552036,r=3032
layer_num=3339,v=8.66420814479638,r=3031
layer_num=3340,v=8.665158371040723,r=3030
layer_num=3341,v=8.666108597285067,r=3029
layer_num=3342,v=8.66705882352941,r=3028
layer_num=3343,v=8.668009049773756,r=3027
layer_num=3344,v=8.6689592760181,r=3026
layer_num=3345,v=8.669909502262444,r=3025
layer_num=3346,v=8.670859728506787,r=3024
layer_num=3347,v=8.671809954751131,r=3023
layer_num=3348,v=8.672760180995475,r=3022
layer_num=3349,v=8.673710407239819,r=3021
layer_num=3350,v=8.674660633484162,r=3020
layer_num=3351,v=8.675610859728506,r=3019
layer_num=3352,v=8.67656108597285,r=3018
layer_num=3353,v=8.677511312217195,r=3017
layer_num=3354,v=8.678461538461539,r=3016
layer_num=3355,v=8.679411764705883,r=3015
layer_num=3356,v=8.680361990950226,r=3014
layer_num=3357,v=8.68131221719457,r=3013
layer_num=3358,v=8.682262443438914,r=3012
layer_num=3359,v=8.683212669683257,r=3011
layer_num=3360,v=8.684162895927601,r=3010
layer_num=3361,v=8.685113122171945,r=3009
layer_num=3362,v=8.68606334841629,r=3008
layer_num=3363,v=8.687013574660634,r=3007
layer_num=3364,v=8.687963800904978,r=3006
layer_num=3365,v=8.688914027149321,r=3005
layer_num=3366,v=8.689864253393665,r=3004
layer_num=3367,v=8.690814479638009,r=3003
layer_num=3368,v=8.691764705882353,r=3002
layer_num=3369,v=8.692714932126696,r=3001
layer_num=3370,v=8.69366515837104,r=3000
layer_num=3371,v=8.694615384615384,r=2999
layer_num=3372,v=8.695565610859727,r=2998
layer_num=3373,v=8.696515837104073,r=2997
layer_num=3374,v=8.697466063348417,r=2996
layer_num=3375,v=8.69841628959276,r=2995
layer_num=3376,v=8.699366515837104,r=2994
layer_num=3377,v=8.700316742081448,r=2993
layer_num=3378,v=8.701266968325791,r=2992
layer_num=3379,v=8.702217194570135,r=2991
layer_num=3380,v=8.703167420814479,r=2990
layer_num=3381,v=8.704117647058823,r=2989
layer_num=3382,v=8.705067873303168,r=2988
layer_num=3383,v=8.706018099547512,r=2987
layer_num=3384,v=8.706968325791856,r=2986
layer_num=3385,v=8.7079185520362,r=2985
layer_num=3386,v=8.708868778280543,r=2984
layer_num=3387,v=8.709819004524887,r=2983
layer_num=3388,v=8.71076923076923,r=2982
layer_num=3389,v=8.711719457013574,r=2981
layer_num=3390,v=8.712669683257918,r=2980
layer_num=3391,v=8.713619909502262,r=2979
layer_num=3392,v=8.714570135746607,r=2978
layer_num=3393,v=8.71552036199095,r=2977
layer_num=3394,v=8.716470588235294,r=2976
layer_num=3395,v=8.717420814479638,r=2975
layer_num=3396,v=8.718371040723982,r=2974
layer_num=3397,v=8.719321266968326,r=2973
layer_num=3398,v=8.72027149321267,r=2972
layer_num=3399,v=8.721221719457013,r=2971
layer_num=3400,v=8.722171945701357,r=2970
layer_num=3401,v=8.7231221719457,r=2969
layer_num=3402,v=8.724072398190046,r=2968
layer_num=3403,v=8.72502262443439,r=2967
layer_num=3404,v=8.725972850678733,r=2966
layer_num=3405,v=8.726923076923077,r=2965
layer_num=3406,v=8.72787330316742,r=2964
layer_num=3407,v=8.728823529411764,r=2963
layer_num=3408,v=8.729773755656108,r=2962
layer_num=3409,v=8.730723981900452,r=2961
layer_num=3410,v=8.731674208144796,r=2960
layer_num=3411,v=8.732624434389141,r=2959
layer_num=3412,v=8.733574660633485,r=2958
layer_num=3413,v=8.734524886877828,r=2957
layer_num=3414,v=8.735475113122172,r=2956
layer_num=3415,v=8.736425339366516,r=2955
layer_num=3416,v=8.73737556561086,r=2954
layer_num=3417,v=8.738325791855203,r=2953
layer_num=3418,v=8.739276018099547,r=2952
layer_num=3419,v=8.74022624434389,r=2951
layer_num=3420,v=8.741176470588234,r=2950
layer_num=3421,v=8.742126696832578,r=2949
layer_num=3422,v=8.743076923076924,r=2948
layer_num=3423,v=8.744027149321267,r=2947
layer_num=3424,v=8.744977375565611,r=2946
layer_num=3425,v=8.745927601809955,r=2945
layer_num=3426,v=8.746877828054298,r=2944
layer_num=3427,v=8.747828054298642,r=2943
layer_num=3428,v=8.748778280542986,r=2942
layer_num=3429,v=8.74972850678733,r=2941
layer_num=3430,v=8.750678733031673,r=2940
layer_num=3431,v=8.751628959276019,r=2939
layer_num=3432,v=8.752579185520363,r=2938
layer_num=3433,v=8.753529411764706,r=2937
layer_num=3434,v=8.75447963800905,r=2936
layer_num=3435,v=8.755429864253394,r=2935
layer_num=3436,v=8.756380090497737,r=2934
layer_num=3437,v=8.757330316742081,r=2933
layer_num=3438,v=8.758280542986425,r=2932
layer_num=3439,v=8.759230769230768,r=2931
layer_num=3440,v=8.760180995475112,r=2930
layer_num=3441,v=8.761131221719458,r=2929
layer_num=3442,v=8.762081447963801,r=2928
layer_num=3443,v=8.763031674208145,r=2927
layer_num=3444,v=8.763981900452489,r=2926
layer_num=3445,v=8.764932126696833,r=2925
layer_num=3446,v=8.765882352941176,r=2924
layer_num=3447,v=8.76683257918552,r=2923
layer_num=3448,v=8.767782805429864,r=2922
layer_num=3449,v=8.768733031674207,r=2921
layer_num=3450,v=8.769683257918551,r=2920
layer_num=3451,v=8.770633484162897,r=2919
layer_num=3452,v=8.77158371040724,r=2918
layer_num=3453,v=8.772533936651584,r=2917
layer_num=3454,v=8.773484162895928,r=2916
layer_num=3455,v=8.774434389140271,r=2915
layer_num=3456,v=8.775384615384615,r=2914
layer_num=3457,v=8.776334841628959,r=2913
layer_num=3458,v=8.777285067873303,r=2912
layer_num=3459,v=8.778235294117646,r=2911
layer_num=3460,v=8.779185520361992,r=2910
layer_num=3461,v=8.780135746606335,r=2909
layer_num=3462,v=8.78108597285068,r=2908
layer_num=3463,v=8.782036199095023,r=2907
layer_num=3464,v=8.782986425339367,r=2906
layer_num=3465,v=8.78393665158371,r=2905
layer_num=3466,v=8.784886877828054,r=2904
layer_num=3467,v=8.785837104072398,r=2903
layer_num=3468,v=8.786787330316741,r=2902
layer_num=3469,v=8.787737556561085,r=2901
layer_num=3470,v=8.788687782805429,r=2900
layer_num=3471,v=8.789638009049774,r=2899
layer_num=3472,v=8.790588235294118,r=2898
layer_num=3473,v=8.791538461538462,r=2897
layer_num=3474,v=8.792488687782805,r=2896
layer_num=3475,v=8.79343891402715,r=2895
layer_num=3476,v=8.794389140271493,r=2894
layer_num=3477,v=8.795339366515837,r=2893
layer_num=3478,v=8.79628959276018,r=2892
layer_num=3479,v=8.797239819004524,r=2891
layer_num=3480,v=8.79819004524887,r=2890
layer_num=3481,v=8.799140271493213,r=2889
layer_num=3482,v=8.800090497737557,r=2888
layer_num=3483,v=8.8010407239819,r=2887
layer_num=3484,v=8.801990950226244,r=2886
layer_num=3485,v=8.802941176470588,r=2885
layer_num=3486,v=8.803891402714932,r=2884
layer_num=3487,v=8.804841628959275,r=2883
layer_num=3488,v=8.80579185520362,r=2882
layer_num=3489,v=8.806742081447963,r=2881
layer_num=3490,v=8.807692307692308,r=2880
layer_num=3491,v=8.808642533936652,r=2879
layer_num=3492,v=8.809592760180996,r=2878
layer_num=3493,v=8.81054298642534,r=2877
layer_num=3494,v=8.811493212669683,r=2876
layer_num=3495,v=8.812443438914027,r=2875
layer_num=3496,v=8.81339366515837,r=2874
layer_num=3497,v=8.814343891402714,r=2873
layer_num=3498,v=8.815294117647058,r=2872
layer_num=3499,v=8.816244343891402,r=2871
layer_num=3500,v=8.817194570135747,r=2870
layer_num=3501,v=8.818144796380091,r=2869
layer_num=3502,v=8.819095022624435,r=2868
layer_num=3503,v=8.820045248868778,r=2867
layer_num=3504,v=8.820995475113122,r=2866
layer_num=3505,v=8.821945701357466,r=2865
layer_num=3506,v=8.82289592760181,r=2864
layer_num=3507,v=8.823846153846153,r=2863
layer_num=3508,v=8.824796380090497,r=2862
layer_num=3509,v=8.825746606334842,r=2861
layer_num=3510,v=8.826696832579186,r=2860
layer_num=3511,v=8.82764705882353,r=2859
layer_num=3512,v=8.828597285067874,r=2858
layer_num=3513,v=8.829547511312217,r=2857
layer_num=3514,v=8.830497737556561,r=2856
layer_num=3515,v=8.831447963800905,r=2855
layer_num=3516,v=8.832398190045248,r=2854
